Hours_Studied,Attendance,Parental_Involvement,Motivation_Level,Teacher_Quality,Exam_Score,Perf
15,94,Low,Low,Medium,68,Low
21,96,Medium,Medium,Medium,70,Low
14,79,High,Medium,High,68,Low
22,86,Medium,High,Medium,69,Low
10,96,Medium,Medium,Medium,68,Low
26,76,Medium,Low,Medium,66,Low
23,98,Medium,High,Medium,72,Medium
22,77,Medium,Medium,High,67,Low
26,84,Low,Medium,High,70,Low
30,88,High,Medium,High,73,Medium
26,98,Medium,High,Low,73,Medium
9,70,Medium,Low,Low,60,Low
12,90,Medium,Low,High,67,Low
16,81,High,Medium,High,69,Low
20,71,Medium,High,Medium,65,Low
23,91,Low,Low,Medium,70,Low
16,82,High,Low,,68,Low
21,86,Medium,Medium,High,66,Low
15,73,Low,Medium,High,65,Low
16,79,Low,Medium,Medium,64,Low
12,85,High,High,Medium,67,Low
14,76,High,Low,Medium,65,Low
12,68,High,Medium,Low,64,Low
14,98,High,Medium,Low,67,Low
26,80,Medium,Medium,Medium,70,Low
14,89,Medium,Low,Low,63,Low
36,76,Medium,Medium,Medium,71,Medium
23,74,High,Low,Low,68,Low
21,76,Medium,Medium,High,67,Low
15,76,High,Medium,High,67,Low
24,82,Low,Medium,High,68,Low
17,82,High,Medium,Medium,66,Low
21,80,Medium,Medium,Medium,68,Low
35,65,High,High,Medium,70,Low
19,80,Low,Medium,Low,67,Low
27,67,Low,Medium,High,67,Low
16,65,Low,Low,Medium,62,Low
20,97,Medium,Low,Low,67,Low
31,84,Medium,Low,Medium,70,Low
16,86,High,Medium,High,72,Medium
31,76,Medium,Medium,Medium,70,Low
24,96,Low,Medium,Medium,94,High
17,86,Medium,Medium,Medium,66,Low
24,91,Low,High,High,69,Low
26,75,High,Low,Low,68,Low
24,98,High,High,Medium,71,Medium
11,93,High,Medium,High,69,Low
16,94,Medium,Low,Medium,67,Low
19,67,Low,Medium,Medium,64,Low
20,71,Medium,Medium,Low,63,Low
24,71,Medium,Medium,Medium,66,Low
21,71,High,Low,Medium,66,Low
12,94,Low,Medium,High,69,Low
22,61,Low,Low,Medium,64,Low
24,63,High,Low,Medium,62,Low
23,71,Medium,High,Medium,66,Low
26,68,Medium,Medium,High,70,Low
25,69,High,Medium,Medium,67,Low
23,92,Low,Medium,Low,68,Low
20,83,High,High,Medium,67,Low
10,60,Medium,Medium,High,62,Low
23,77,Low,Medium,Medium,67,Low
21,76,Medium,Medium,Medium,68,Low
22,65,Low,Low,High,64,Low
12,87,Medium,Medium,Medium,64,Low
14,88,Medium,Medium,Low,66,Low
26,89,Medium,Medium,High,72,Medium
20,89,Medium,Medium,Medium,72,Medium
24,60,Medium,High,Low,66,Low
20,98,Low,High,Medium,72,Medium
20,93,High,Low,Medium,69,Low
26,96,High,Low,Medium,72,Medium
17,61,Low,Medium,High,60,Low
21,97,Medium,Medium,Medium,69,Low
17,92,Medium,Medium,Low,68,Low
17,93,Low,High,High,69,Low
18,64,Medium,Low,Medium,62,Low
21,90,Medium,Low,High,71,Medium
17,98,Medium,Low,Medium,70,Low
28,87,Low,Medium,High,68,Low
15,83,High,Medium,High,68,Low
19,98,Medium,Low,Medium,70,Low
17,78,Medium,Medium,Medium,65,Low
29,84,High,Medium,High,73,Medium
21,79,High,Low,High,66,Low
26,97,Medium,Low,Low,71,Medium
11,63,High,High,Medium,62,Low
22,80,Medium,High,Medium,68,Low
25,87,Medium,Low,High,70,Low
20,92,Medium,Low,Medium,68,Low
26,83,High,Medium,High,71,Medium
17,96,Medium,Medium,Low,70,Low
28,98,Medium,Medium,Medium,72,Medium
34,63,Medium,Medium,High,69,Low
18,76,Medium,Medium,Low,63,Low
17,61,Medium,High,Medium,62,Low
29,73,Medium,Medium,High,68,Low
29,81,Low,Low,Medium,70,Low
17,96,Medium,Medium,Medium,69,Low
17,94,Medium,Low,Medium,68,Low
18,65,High,Medium,Medium,65,Low
12,64,Medium,Medium,Medium,59,Low
14,84,Medium,Medium,Medium,66,Low
14,81,High,Low,Medium,64,Low
15,71,Low,High,High,63,Low
20,96,Medium,Medium,High,72,Medium
21,97,Medium,Low,Medium,67,Low
29,76,Medium,Low,Medium,94,High
14,96,Medium,Low,Medium,70,Low
26,75,Low,Medium,High,66,Low
19,89,Low,Low,Medium,69,Low
20,79,Medium,Low,Medium,64,Low
24,65,Medium,Low,High,63,Low
13,97,High,Medium,High,71,Medium
22,78,High,Medium,Medium,65,Low
21,89,Low,Low,Medium,68,Low
23,75,Medium,High,Medium,64,Low
22,61,Low,High,High,64,Low
35,64,Medium,Medium,Medium,66,Low
16,80,High,Medium,High,68,Low
17,88,Medium,Medium,High,67,Low
16,73,Low,Medium,Medium,66,Low
17,88,Medium,Medium,Medium,68,Low
16,88,Low,Medium,Low,66,Low
27,88,Medium,Medium,Medium,71,Medium
29,80,Medium,Medium,Medium,71,Medium
17,97,Medium,Medium,Medium,68,Low
15,80,High,High,Medium,64,Low
23,78,Medium,Low,Medium,67,Low
17,68,High,High,Medium,64,Low
24,72,High,High,Medium,68,Low
21,62,Medium,High,High,62,Low
11,85,Medium,Low,High,64,Low
29,70,Low,Low,High,70,Low
31,72,Medium,High,Medium,68,Low
16,91,Medium,High,High,69,Low
18,73,Low,Low,Medium,65,Low
22,70,Medium,Medium,Medium,67,Low
22,67,High,Low,,65,Low
24,91,High,Low,Medium,71,Medium
32,65,Medium,Low,Medium,65,Low
19,78,Medium,Low,Medium,66,Low
15,80,High,Medium,Low,65,Low
12,87,Medium,Low,Medium,65,Low
16,85,Low,High,High,68,Low
20,92,Medium,Medium,Medium,68,Low
31,62,High,Medium,High,67,Low
17,72,Low,High,Medium,65,Low
21,71,Medium,Medium,High,66,Low
20,66,Medium,Low,Low,63,Low
27,72,High,Medium,Medium,70,Low
35,72,High,Medium,Medium,72,Medium
17,81,Medium,Medium,Medium,67,Low
17,87,High,Medium,Medium,67,Low
26,75,Low,Medium,Medium,66,Low
24,89,Low,Medium,Low,66,Low
31,73,High,Medium,High,69,Low
24,72,Medium,Medium,High,62,Low
18,82,Low,Low,Medium,66,Low
24,61,Medium,High,Medium,64,Low
27,63,High,Medium,High,67,Low
25,77,High,Medium,Medium,71,Medium
23,98,High,Medium,Medium,73,Medium
26,89,Medium,Low,High,68,Low
27,64,High,Medium,High,66,Low
28,94,Medium,Medium,High,75,Medium
24,89,Medium,Medium,High,72,Medium
19,84,High,Medium,Medium,68,Low
21,93,Medium,Medium,Medium,68,Low
27,76,Low,Medium,Medium,69,Low
15,69,Medium,Medium,High,63,Low
22,80,Medium,Medium,High,70,Low
18,82,Low,Low,Low,66,Low
20,82,Low,Medium,High,66,Low
28,83,Medium,Medium,High,72,Medium
21,98,Low,Medium,Low,71,Medium
20,96,High,Medium,Medium,72,Medium
12,95,Medium,High,High,69,Low
24,92,Low,Low,High,71,Medium
24,98,Medium,Medium,Low,69,Low
33,64,High,Medium,High,68,Low
18,71,Low,Low,Medium,61,Low
21,80,Medium,High,Low,68,Low
21,94,High,Low,Medium,72,Medium
29,80,Medium,Medium,Medium,70,Low
19,90,High,High,High,73,Medium
22,66,Medium,Low,Medium,67,Low
24,70,Medium,Medium,Medium,65,Low
21,89,Medium,Medium,Medium,68,Low
17,67,Low,High,Medium,65,Low
21,74,High,Medium,High,97,High
26,71,High,Low,Medium,66,Low
14,74,High,High,Medium,67,Low
21,88,High,Medium,Medium,70,Low
16,75,High,Medium,Medium,66,Low
27,82,Medium,Low,High,69,Low
11,64,High,Low,High,62,Low
17,92,Medium,High,Low,68,Low
22,75,Medium,Low,Medium,67,Low
29,86,Medium,Medium,Medium,68,Low
20,89,High,Medium,High,69,Low
17,68,Medium,Medium,Medium,62,Low
31,95,High,Medium,Medium,75,Medium
11,85,Medium,Low,Low,65,Low
7,77,High,Medium,High,63,Low
23,67,High,Low,Medium,66,Low
17,98,Low,High,Medium,71,Medium
14,90,High,Medium,Medium,66,Low
24,68,Medium,Medium,Medium,66,Low
21,74,Medium,Low,High,66,Low
17,92,High,Medium,Low,71,Medium
12,88,Medium,High,High,68,Low
25,91,Medium,High,High,71,Medium
24,78,Medium,Low,High,68,Low
19,89,Low,Medium,High,68,Low
31,75,Medium,Low,High,68,Low
14,68,Medium,Medium,Medium,62,Low
11,85,High,High,High,65,Low
16,99,Low,High,Low,71,Medium
20,72,Medium,Low,Medium,63,Low
21,78,High,Low,Low,68,Low
19,87,High,Low,High,69,Low
22,82,High,Medium,High,69,Low
12,94,Medium,Low,Medium,71,Medium
29,90,Medium,Medium,Medium,71,Medium
20,62,Medium,Low,Medium,62,Low
27,100,Low,Low,Medium,70,Low
22,90,High,High,Low,70,Low
23,95,Medium,Medium,Medium,73,Medium
23,86,Medium,Low,Medium,71,Medium
23,94,Medium,Medium,Medium,69,Low
24,64,Medium,High,Low,66,Low
28,74,Medium,Medium,Medium,65,Low
21,95,High,Medium,High,71,Medium
24,68,Medium,High,High,68,Low
19,63,Medium,Medium,Medium,64,Low
29,92,Low,Medium,Medium,71,Medium
16,93,Low,Medium,High,67,Low
31,67,Medium,High,Medium,66,Low
20,94,Low,Medium,Medium,71,Medium
11,87,Low,High,Medium,62,Low
21,81,High,Medium,Medium,67,Low
16,93,Medium,Medium,Medium,67,Low
25,77,Low,Medium,Medium,66,Low
16,68,Low,High,High,64,Low
17,71,Low,Medium,Medium,62,Low
9,80,Medium,Low,Medium,65,Low
17,81,Medium,Low,Medium,63,Low
5,92,Medium,Medium,Medium,64,Low
10,92,Low,Low,Medium,65,Low
25,83,Medium,Medium,Medium,68,Low
25,91,Medium,Medium,Medium,72,Medium
23,68,Medium,Medium,Medium,64,Low
14,62,High,Low,Medium,62,Low
20,95,Medium,Low,Medium,69,Low
20,63,Low,Medium,Medium,64,Low
13,70,High,Medium,Medium,61,Low
29,88,Medium,Low,Low,72,Medium
25,76,Medium,Low,Medium,66,Low
19,95,High,Low,Medium,69,Low
20,72,Medium,High,Low,65,Low
21,60,High,Medium,Medium,64,Low
8,72,Low,Medium,Low,62,Low
19,83,Medium,High,Medium,66,Low
16,75,Low,Medium,Medium,62,Low
14,81,Medium,High,High,66,Low
18,95,Medium,Medium,Medium,70,Low
31,96,Medium,Low,Medium,75,Medium
24,71,Low,Medium,Medium,67,Low
17,78,Low,Low,Medium,66,Low
23,82,Medium,Medium,Medium,71,Medium
28,98,High,Medium,High,75,Medium
26,100,High,Low,Medium,72,Medium
20,69,High,Low,Medium,64,Low
16,89,Medium,Medium,Medium,65,Low
24,75,Low,High,Medium,67,Low
22,60,Medium,Low,High,63,Low
25,60,Medium,Low,Medium,62,Low
24,78,Low,High,Medium,69,Low
26,80,Medium,Medium,Medium,70,Low
17,61,Low,High,High,63,Low
28,87,Medium,Medium,Medium,71,Medium
21,72,Medium,Medium,Medium,63,Low
32,82,Low,Low,Medium,71,Medium
16,72,Medium,Low,Medium,63,Low
30,67,Medium,High,Medium,68,Low
21,76,Medium,High,High,65,Low
16,69,High,Medium,High,66,Low
17,81,Low,Medium,Medium,66,Low
18,68,High,Low,High,66,Low
23,80,Low,Medium,High,65,Low
23,66,Medium,Medium,Medium,66,Low
17,87,Medium,Medium,Medium,67,Low
20,90,High,Medium,Medium,68,Low
33,64,Medium,Low,High,68,Low
30,79,Low,Medium,Medium,69,Low
23,63,Medium,Low,Medium,64,Low
20,84,Medium,Medium,Medium,67,Low
21,71,Medium,Low,Medium,63,Low
24,81,Low,Medium,Medium,67,Low
14,81,Medium,Low,High,64,Low
18,97,Low,Low,Medium,66,Low
10,82,High,Low,High,65,Low
22,83,Medium,Low,Medium,68,Low
24,76,Low,Low,Medium,66,Low
17,98,High,Low,Low,71,Medium
29,91,Medium,Medium,High,74,Medium
13,71,Medium,Low,Medium,65,Low
11,94,Low,High,Medium,68,Low
21,77,Medium,Low,Medium,68,Low
26,93,Medium,Medium,High,72,Medium
30,93,High,Medium,Medium,74,Medium
17,68,Low,Medium,Medium,61,Low
26,88,Low,Low,Low,65,Low
20,72,High,Low,Medium,63,Low
19,72,High,Medium,High,66,Low
25,72,Low,Medium,Medium,66,Low
24,89,High,Medium,High,73,Medium
11,69,Medium,Medium,High,63,Low
29,60,High,Medium,Medium,68,Low
28,89,High,High,High,73,Medium
16,67,Low,Medium,Low,63,Low
22,64,Medium,Medium,Medium,65,Low
23,70,Low,High,Medium,66,Low
22,75,Low,Medium,High,65,Low
17,79,Low,Medium,High,66,Low
16,62,High,High,Medium,65,Low
20,99,Medium,Medium,High,70,Low
27,89,Medium,Medium,Medium,70,Low
23,73,High,Medium,High,68,Low
18,73,Medium,Medium,High,64,Low
25,78,Medium,Medium,Medium,68,Low
3,85,Low,Low,Medium,62,Low
27,66,Medium,Medium,,68,Low
10,68,Low,Low,Medium,61,Low
18,94,High,Low,Medium,69,Low
13,70,Medium,Medium,Medium,65,Low
12,75,Medium,Medium,Medium,65,Low
27,95,Medium,Low,Medium,72,Medium
17,87,Medium,High,High,70,Low
22,74,Medium,Medium,Medium,65,Low
20,87,Medium,Medium,Medium,69,Low
23,61,High,Medium,Medium,65,Low
20,89,Low,Low,Medium,69,Low
12,79,Low,Medium,High,65,Low
26,93,Medium,Medium,Medium,72,Medium
17,98,High,Medium,High,70,Low
11,97,Medium,Low,Medium,64,Low
17,96,Medium,Low,Medium,67,Low
29,80,Medium,High,High,69,Low
25,74,Low,Low,Medium,70,Low
18,79,Medium,Low,High,65,Low
18,88,High,Low,Medium,69,Low
18,95,High,High,Medium,74,Medium
32,68,Low,Medium,Medium,66,Low
22,97,Medium,High,Low,72,Medium
23,93,Medium,High,High,67,Low
26,99,Low,High,Low,75,Medium
21,95,Medium,Medium,Medium,70,Low
18,71,Low,Medium,Low,63,Low
19,64,Medium,High,Medium,65,Low
20,64,Medium,Medium,Low,64,Low
20,72,Medium,Low,High,65,Low
24,85,Medium,Medium,Medium,70,Low
20,92,Medium,Medium,Medium,67,Low
24,96,Medium,Low,Medium,67,Low
20,85,Medium,Medium,Medium,68,Low
20,60,Medium,High,Medium,65,Low
8,67,High,Low,Medium,61,Low
25,64,Medium,Low,Medium,63,Low
22,75,Medium,Low,Medium,80,Medium
26,80,Medium,Medium,Low,69,Low
3,62,Medium,Medium,Medium,55,Low
33,74,Medium,Medium,Medium,70,Low
19,67,Medium,High,Medium,65,Low
27,86,Low,Low,Medium,68,Low
14,79,Medium,Medium,Medium,64,Low
24,80,Medium,Medium,High,69,Low
14,77,Low,Medium,High,89,High
16,98,Medium,Medium,Medium,67,Low
31,69,Medium,Medium,Low,92,High
19,81,High,Low,High,67,Low
21,89,Low,Low,Medium,70,Low
25,82,High,Medium,High,68,Low
23,97,Medium,Medium,Medium,70,Low
21,75,Medium,Low,Medium,67,Low
22,79,Medium,High,Medium,69,Low
34,64,Medium,High,High,67,Low
20,84,High,Medium,Medium,69,Low
21,72,Medium,Low,Medium,63,Low
26,66,Medium,Medium,,69,Low
27,82,Medium,Low,Medium,66,Low
27,81,Medium,Medium,Medium,68,Low
24,63,Medium,Medium,Medium,69,Low
13,88,High,Low,Medium,66,Low
30,85,Medium,Low,Medium,72,Medium
13,68,Low,Medium,Medium,62,Low
22,79,Medium,Medium,Medium,67,Low
15,89,High,Low,Medium,67,Low
20,81,High,Low,Medium,67,Low
22,76,Medium,Low,High,65,Low
22,73,High,Medium,Medium,67,Low
23,84,Low,Medium,Medium,66,Low
30,98,Low,High,High,70,Low
23,87,Low,Medium,Medium,71,Medium
19,63,Low,Medium,High,64,Low
26,78,Low,Low,Medium,69,Low
27,96,Medium,Low,High,72,Medium
13,64,Medium,Medium,High,60,Low
24,100,Medium,Low,High,71,Medium
24,98,Medium,High,Medium,71,Medium
18,63,High,Medium,High,66,Low
28,97,Medium,Low,High,74,Medium
19,75,Medium,High,Medium,64,Low
21,94,Medium,Low,Medium,68,Low
19,77,High,Low,Medium,66,Low
20,78,Medium,Low,Medium,65,Low
13,85,Low,Medium,Medium,64,Low
11,91,Medium,Medium,Medium,65,Low
30,61,High,Low,Medium,69,Low
15,84,Medium,Medium,Medium,68,Low
14,67,Medium,Low,Medium,62,Low
7,74,Low,High,Low,63,Low
16,74,High,High,Medium,65,Low
12,79,Low,Medium,High,62,Low
30,73,Low,Medium,High,67,Low
26,64,Low,Low,Medium,64,Low
16,66,Medium,Low,High,61,Low
34,61,Low,Medium,Medium,65,Low
26,79,High,Medium,Medium,67,Low
18,98,High,Medium,Medium,70,Low
5,65,Medium,Low,Low,59,Low
34,98,Medium,Medium,Medium,75,Medium
12,89,Low,Medium,High,67,Low
10,85,Medium,Low,Medium,64,Low
26,86,Medium,Medium,Medium,72,Medium
35,93,Medium,Medium,Medium,76,Medium
28,64,Medium,Low,Medium,69,Low
23,80,Low,Low,High,65,Low
24,88,High,Low,High,72,Medium
25,83,Medium,Low,Low,69,Low
25,93,High,Medium,Medium,71,Medium
22,63,High,High,Medium,64,Low
21,88,High,High,Medium,74,Medium
20,81,Medium,Medium,Medium,68,Low
15,75,Medium,High,Low,66,Low
18,74,Medium,High,Medium,65,Low
10,85,High,Low,Medium,67,Low
19,96,Medium,High,Medium,69,Low
14,80,High,High,High,66,Low
13,93,Medium,Medium,Medium,69,Low
21,76,Medium,Medium,Medium,67,Low
28,64,Medium,Medium,Low,64,Low
26,62,High,Medium,Medium,67,Low
11,62,Low,High,High,61,Low
14,75,Medium,Low,Medium,61,Low
26,73,Medium,High,Medium,68,Low
14,89,Low,Low,High,66,Low
19,90,Medium,Low,Medium,66,Low
23,62,Medium,High,,68,Low
14,69,Low,High,High,63,Low
21,71,Medium,Medium,High,66,Low
12,82,High,High,Medium,66,Low
16,66,High,High,High,66,Low
22,65,Medium,High,Medium,65,Low
10,98,Medium,Medium,Medium,69,Low
23,92,Medium,High,Medium,71,Medium
20,67,High,High,High,66,Low
23,76,Medium,High,Medium,66,Low
21,74,Medium,Low,Medium,65,Low
28,92,Low,Medium,Medium,71,Medium
21,80,Medium,High,High,69,Low
17,65,Low,Medium,Medium,61,Low
21,90,High,High,High,70,Low
23,76,Medium,High,Medium,70,Low
20,71,Medium,High,High,65,Low
20,75,Medium,Medium,Medium,64,Low
16,80,High,Low,Medium,68,Low
16,74,Low,Low,Medium,63,Low
12,70,Medium,Medium,Medium,63,Low
30,76,Medium,Low,Medium,71,Medium
13,61,High,Low,Medium,58,Low
16,91,Medium,Medium,Medium,68,Low
16,67,Medium,High,Low,65,Low
25,62,Medium,Low,Medium,65,Low
18,86,High,Low,High,68,Low
27,91,Low,Medium,Low,69,Low
16,93,Medium,Low,Medium,71,Medium
22,80,Low,Low,Low,65,Low
15,68,Low,Low,High,64,Low
33,89,Low,Medium,High,75,Medium
13,88,High,Low,High,67,Low
22,70,Medium,High,High,68,Low
24,96,High,Low,Medium,72,Medium
22,64,Medium,High,Medium,67,Low
19,99,High,Medium,Medium,72,Medium
19,94,Medium,High,High,69,Low
20,88,Low,Low,High,68,Low
19,98,Medium,Medium,Medium,70,Low
26,89,Medium,High,Medium,69,Low
33,68,Medium,Medium,Medium,67,Low
17,78,Medium,Medium,Low,63,Low
12,63,Medium,Low,Medium,61,Low
19,76,Medium,Medium,Medium,66,Low
35,90,High,Low,Medium,73,Medium
15,75,Medium,High,High,67,Low
30,73,High,Medium,High,72,Medium
30,84,High,Low,Medium,69,Low
17,95,Low,Medium,Medium,69,Low
23,62,Low,Medium,Medium,63,Low
30,75,Medium,Low,Medium,67,Low
18,66,Medium,Medium,Medium,63,Low
19,88,Medium,Low,Low,66,Low
17,64,Medium,Medium,High,62,Low
14,87,Medium,Medium,High,68,Low
16,71,Medium,Medium,Medium,65,Low
13,68,Low,Medium,Low,59,Low
20,97,High,High,Medium,72,Medium
15,61,Medium,Medium,High,63,Low
21,78,Medium,Medium,High,68,Low
11,61,Medium,High,High,61,Low
22,79,Low,Low,High,65,Low
25,80,Medium,Low,High,68,Low
8,73,Low,High,Medium,61,Low
22,65,Low,Medium,,63,Low
27,75,Medium,High,Low,67,Low
13,87,Low,Low,High,66,Low
30,91,Medium,High,Medium,75,Medium
23,81,Medium,Low,Medium,68,Low
16,84,Low,High,Medium,65,Low
20,68,Low,High,High,64,Low
23,71,High,Medium,Medium,67,Low
20,66,Low,Medium,Medium,64,Low
23,70,Medium,Medium,High,67,Low
14,69,Medium,Low,Medium,63,Low
21,81,High,Medium,Medium,67,Low
12,83,High,Medium,Medium,65,Low
19,98,High,High,High,70,Low
15,68,Medium,High,Low,62,Low
16,86,High,Medium,High,69,Low
27,93,Medium,Medium,Medium,70,Low
27,82,Medium,Low,High,68,Low
24,70,Medium,Medium,High,68,Low
13,71,Medium,Medium,Medium,64,Low
18,62,Low,High,Medium,63,Low
27,72,Low,Medium,High,68,Low
21,90,High,Low,Low,67,Low
34,62,High,Low,Medium,68,Low
22,69,Medium,Medium,Medium,66,Low
21,88,Medium,Low,Medium,67,Low
18,91,High,High,Medium,69,Low
21,78,High,Medium,Medium,68,Low
19,88,Medium,Medium,Medium,70,Low
24,76,Medium,Medium,Medium,68,Low
26,66,Low,Medium,Medium,66,Low
15,76,Medium,Medium,Medium,67,Low
12,83,Medium,Medium,Low,65,Low
9,98,Medium,Medium,Medium,67,Low
23,63,Medium,High,Low,63,Low
13,80,Low,High,Medium,64,Low
7,73,High,Medium,Medium,64,Low
22,80,Low,High,Medium,66,Low
35,61,Medium,Low,Medium,68,Low
20,73,High,High,Medium,67,Low
25,93,Medium,Low,Medium,72,Medium
20,82,Medium,Low,Medium,67,Low
19,78,Medium,High,Low,66,Low
26,71,High,Medium,Medium,66,Low
18,72,High,Medium,Medium,67,Low
22,75,Medium,Low,Medium,65,Low
22,93,High,Low,High,70,Low
16,99,Low,Low,High,69,Low
26,78,High,Low,High,69,Low
19,76,High,Medium,Medium,66,Low
15,94,Medium,Medium,Medium,66,Low
23,77,High,Medium,Medium,67,Low
15,82,Medium,Medium,Low,67,Low
20,69,Medium,High,Medium,67,Low
20,90,High,Medium,High,72,Medium
27,81,Medium,Low,High,68,Low
23,92,Medium,High,Medium,70,Low
20,91,Medium,Medium,Medium,69,Low
25,69,High,High,Medium,65,Low
28,89,High,Medium,Medium,72,Medium
23,92,Medium,Medium,Medium,69,Low
20,74,Medium,Low,Medium,68,Low
12,67,High,High,Medium,62,Low
14,60,Medium,Low,Medium,60,Low
18,78,High,Low,Medium,67,Low
16,74,High,Low,Medium,67,Low
19,82,Medium,Medium,Medium,67,Low
20,68,Medium,Low,Medium,63,Low
23,94,Medium,High,Medium,71,Medium
20,70,Medium,High,Medium,66,Low
23,69,Medium,High,Medium,65,Low
20,79,High,High,Medium,69,Low
8,80,High,High,Medium,63,Low
14,69,Medium,High,Low,64,Low
19,71,High,High,Medium,67,Low
13,67,Medium,High,High,62,Low
24,89,Medium,Low,Medium,68,Low
29,91,Medium,Low,,71,Medium
27,78,High,Medium,Medium,66,Low
19,89,Medium,Low,Medium,69,Low
29,89,Medium,Low,High,71,Medium
21,66,Medium,Medium,High,66,Low
18,99,Medium,Medium,Medium,72,Medium
16,93,Medium,Medium,High,70,Low
18,68,Low,High,High,65,Low
18,67,High,Medium,High,64,Low
21,65,Medium,Medium,Medium,63,Low
21,66,Medium,Low,Medium,63,Low
20,90,Low,Medium,Medium,66,Low
23,79,High,Low,High,68,Low
27,91,Medium,Low,High,74,Medium
26,90,High,Low,Low,71,Medium
11,84,High,High,High,67,Low
5,87,High,Medium,High,66,Low
26,61,High,Medium,Medium,67,Low
12,72,Low,High,Medium,62,Low
19,86,Medium,Low,High,68,Low
13,60,Medium,Medium,Medium,62,Low
9,61,High,Low,Medium,82,Medium
23,94,High,High,Medium,70,Low
25,87,High,Medium,Low,72,Medium
17,71,Low,Low,Medium,64,Low
4,88,Medium,Low,High,66,Low
17,92,Medium,High,Low,68,Low
22,72,Low,Low,Medium,64,Low
11,61,Low,High,High,61,Low
21,97,Medium,Medium,Medium,69,Low
20,74,High,Low,High,68,Low
23,64,Medium,Medium,Medium,64,Low
21,80,Medium,Medium,High,67,Low
14,91,Medium,Medium,Medium,67,Low
27,69,Medium,Medium,Medium,65,Low
19,71,High,Medium,High,68,Low
20,70,Medium,Medium,Low,67,Low
14,100,Low,Low,,67,Low
17,68,Medium,Medium,Medium,64,Low
15,83,High,Medium,Medium,70,Low
19,97,Medium,Medium,Low,69,Low
30,66,Medium,Low,High,66,Low
12,99,Low,Medium,Medium,69,Low
10,98,Low,Medium,High,66,Low
29,95,High,Low,Medium,73,Medium
19,69,Medium,Medium,High,66,Low
16,85,Medium,High,Medium,69,Low
26,90,Medium,Low,Medium,70,Low
16,99,High,High,Medium,71,Medium
31,67,Low,Medium,High,70,Low
24,91,High,Medium,Medium,69,Low
17,74,Medium,Medium,High,63,Low
33,67,High,Medium,High,71,Medium
16,77,High,Low,Medium,67,Low
24,92,Medium,High,High,73,Medium
22,79,Low,Medium,Medium,68,Low
28,82,Low,Medium,Low,69,Low
29,100,High,Medium,Medium,76,Medium
20,76,Low,Medium,High,68,Low
15,85,Medium,High,Medium,65,Low
23,75,Medium,Low,Low,66,Low
16,76,Medium,High,Medium,65,Low
32,88,Low,Low,High,69,Low
21,98,High,Medium,Medium,71,Medium
18,82,High,Medium,Medium,66,Low
21,91,Medium,Medium,Medium,69,Low
12,64,Medium,Low,Medium,59,Low
14,68,Medium,Medium,Medium,65,Low
27,80,High,High,Low,72,Medium
16,61,Medium,Medium,Medium,60,Low
14,70,Medium,Low,Medium,64,Low
23,81,Medium,Low,Medium,69,Low
